id;title;genre;uri;method;tc;yc;gc;updated
15400;The Thief of Bagdad (1924);Adventure|Family|Fantasy;http://dbpedia.org/resource/The_Thief_of_Bagdad_(1924_film);perfect;1.0;1.0;0.5;2015-09-28T09:17:46
15532;Die Abenteuer des Prinzen Achmed (1926);Animation|Adventure|Fantasy;http://dbpedia.org/resource/The_Adventures_of_Prince_Achmed;perfect;1.0;1.0;0.5;2015-06-02T00:47:01
15624;The Big Parade (1925);Drama|Romance|War;http://dbpedia.org/resource/The_Big_Parade;perfect;1.0;1.0;0.666666666667;2015-09-14T10:55:12
15648;Bronenosets Potyomkin (1925);Drama|History|War;http://dbpedia.org/resource/Battleship_Potemkin;perfect;1.0;1.0;0.0;2015-06-02T00:47:01
15768;Du skal ære din hustru (1925);Drama;http://dbpedia.org/resource/Du_skal_%C3%A6re_din_hustru;perfect;1.0;1.0;1.0;2015-06-02T00:47:01
15772;De adelaar (1925);Action|Comedy|Drama;;;0.0;0.0;0.0;2015-11-09T17:15:21
15864;The Gold Rush (1925);Adventure|Comedy|Drama;http://dbpedia.org/resource/The_Gold_Rush;perfect;1.0;1.0;0.2;2015-09-17T15:26:14
15881;Greed (1924);Drama|Thriller;http://dbpedia.org/resource/Greed_(film);perfect;1.0;1.0;0.5;2016-11-20T11:04:27
16172;Oh, Doctor! (1925);Comedy;;;0.0;0.0;0.0;2015-06-02T00:47:01
16220;The Phantom of the Opera (1925);Horror;http://dbpedia.org/resource/The_Phantom_of_the_Opera_(1925_film);perfect;1.0;1.0;0.5;2015-09-28T09:17:48
16230;The Pleasure Garden (1925);Drama|Romance;http://dbpedia.org/resource/The_Pleasure_Garden_(film);perfect;1.0;1.0;0.4;2015-09-14T10:39:54
16332;Seven Chances (1925);Comedy|Family|Romance;http://dbpedia.org/resource/Seven_Chances;perfect;1.0;1.0;0.333333333333;2015-09-17T15:26:16
16544;The Wizard of Oz (1925);Comedy|Family|Fantasy;http://dbpedia.org/resource/Wizard_of_Oz_(1925_film);any;0.75;1.0;0.666666666667;2015-06-02T00:47:01
16600;Along Came Auntie (1926);Comedy|Short;http://dbpedia.org/resource/Along_Came_Auntie;perfect;1.0;1.0;1.0;2015-09-07T12:51:57
16847;Faust - Eine deutsche Volkssage (1926);Drama|Fantasy|Horror;http://dbpedia.org/resource/Faust_(1926_film);partial;0.967741935484;1.0;0.333333333333;2015-09-14T10:40:00
16903;45 Minutes from Hollywood (1926);Short|Comedy;http://dbpedia.org/resource/45_Minutes_from_Hollywood;perfect;1.0;1.0;1.0;2015-06-02T00:47:01
16954;Hell's Four Hundred (1926);;;;0.0;0.0;0.0;2016-10-05T13:32:14
17075;The Lodger: A Story of the London Fog (1927);Crime|Drama|Mystery;http://dbpedia.org/resource/The_Lodger:_A_Story_of_the_London_Fog;perfect;1.0;1.0;0.25;2015-09-17T16:04:55
17136;Metropolis (1927);Drama|Sci-Fi;http://dbpedia.org/resource/Metropolis_(1927_film);perfect;1.0;1.0;0.0;2015-09-17T16:04:57
17196;Nana (1926);Drama|Romance;http://dbpedia.org/resource/Nana_(1926_film);perfect;1.0;1.0;0.0;2015-09-14T10:40:02
17350;The Scarlet Letter (1926);Drama;http://dbpedia.org/resource/The_Scarlet_Letter_(1926_film);perfect;1.0;1.0;1.0;2015-09-17T16:05:00
17423;Sparrows (1926);Drama;http://dbpedia.org/resource/Sparrows_(1926_film);perfect;1.0;1.0;1.0;2015-12-01T21:17:12
17463;3 Bad Men (1926);Romance|Western;http://dbpedia.org/resource/3_Bad_Men;perfect;1.0;1.0;0.5;2015-09-14T10:40:04
17668;Berlin: Die Sinfonie der Grosstadt (1927);Documentary;;;0.0;0.0;0.0;2015-09-17T16:05:23
17729;Call of the Cuckoo (1927);Comedy|Short;http://dbpedia.org/resource/Call_of_the_Cuckoo;perfect;1.0;1.0;1.0;2015-09-13T18:47:31
17765;College (1927);Comedy|Drama|Sport;http://dbpedia.org/resource/College_(1927_film);perfect;1.0;1.0;0.666666666667;2015-09-25T09:54:16
17825;Downhill (1927);Adventure|Drama|Thriller;http://dbpedia.org/resource/Downhill_(1927_film);perfect;1.0;1.0;0.333333333333;2015-09-07T12:51:59
17836;Duck Soup (1927);Comedy|Short;http://dbpedia.org/resource/Duck_Soup_(1927_film);perfect;1.0;1.0;1.0;2015-06-02T00:47:01
17841;East Side, West Side (1927);Drama;http://dbpedia.org/resource/East_Side,_West_Side_(1927_film);perfect;1.0;1.0;1.0;2015-10-02T12:25:10
17843;Easy Virtue (1928);Romance|Thriller;http://dbpedia.org/resource/Easy_Virtue_(1928_film);perfect;1.0;1.0;0.0;2015-06-02T00:47:01
17925;The General (1926);Action|Adventure|Comedy;http://dbpedia.org/resource/The_General_(1926_film);perfect;1.0;1.0;0.4;2015-09-25T09:54:18
18033;It (1927);Comedy|Romance;http://dbpedia.org/resource/It_(1927_film);perfect;1.0;1.0;0.5;2015-09-25T13:14:17
18037;The Jazz Singer (1927);Drama|Music|Musical;http://dbpedia.org/resource/The_Jazz_Singer;perfect;1.0;1.0;0.666666666667;2015-09-14T10:40:06
18051;The Kid Brother (1927);Comedy|Drama|Family;;;0.0;0.0;0.0;2015-10-02T12:25:40
18106;Love 'Em and Weep (1927);Comedy|Short;http://dbpedia.org/resource/Love_'em_and_Weep;partial;0.941176470588;1.0;1.0;2015-09-14T10:55:18
18192;Napoléon (1927);Biography|Drama|History;http://dbpedia.org/resource/Napol%C3%A9on_(1927_film);perfect;1.0;1.0;0.333333333333;2015-09-14T10:55:20
18217;Oktyabr (1928);Drama|History;http://dbpedia.org/resource/October:_Ten_Days_That_Shook_the_World;any;0.571428571429;1.0;0.0;2015-09-07T12:52:07
18294;Putting Pants on Philip (1927);Comedy|Short;http://dbpedia.org/resource/Putting_Pants_on_Philip;perfect;1.0;1.0;1.0;2015-09-14T10:55:22
18328;The Ring (1927);Drama|Romance|Sport;http://dbpedia.org/resource/The_Ring_(1927_film);perfect;1.0;1.0;0.333333333333;2015-06-02T00:47:01
18356;Sailors, Beware! (1927);Short|Comedy;http://dbpedia.org/resource/Sailors,_Beware!;perfect;1.0;1.0;1.0;2015-09-27T22:45:30
18368;The Second 100 Years (1927);Comedy|Short;http://dbpedia.org/resource/The_Second_Hundred_Years_(film);any;0.65;1.0;1.0;2015-06-02T00:47:01
18452;Sugar Daddies (1927);Comedy|Short;http://dbpedia.org/resource/Sugar_Daddies;perfect;1.0;1.0;1.0;2015-06-02T00:47:01
18455;Sunrise: A Song of Two Humans (1927);Comedy|Drama|Romance;http://dbpedia.org/resource/Sunrise:_A_Song_of_Two_Humans;perfect;1.0;1.0;1.0;2015-06-02T00:47:01
18526;Underworld (1927);Crime|Drama|Film-Noir;http://dbpedia.org/resource/Underworld_(1927_film);perfect;1.0;1.0;0.666666666667;2015-09-17T16:05:26
18528;The Unknown (1927);Drama|Horror|Romance;http://dbpedia.org/resource/The_Unknown_Soldier_(1926_film);pattern;0.272727272727;1.0;0.333333333333;2015-09-07T12:50:38
18578;Wings (1927);Drama|Romance|War;http://dbpedia.org/resource/Wings_(1927_film);perfect;1.0;1.0;0.75;2015-06-02T00:47:01
18583;With Love and Hisses (1927);Comedy|Short;http://dbpedia.org/resource/With_Love_and_Hisses;perfect;1.0;1.0;1.0;2015-06-02T00:47:01
18684;Beggars of Life (1928);Adventure|Drama;http://dbpedia.org/resource/Beggars_of_Life;perfect;1.0;1.0;1.0;2015-09-17T16:05:28
18737;Die Büchse der Pandora (1929);Crime|Drama|Romance;http://dbpedia.org/resource/Pandora's_Box_(1929_film);perfect;1.0;1.0;0.333333333333;2015-09-17T15:26:18
18742;The Cameraman (1928);Comedy|Romance|Family;http://dbpedia.org/resource/The_Cameraman;perfect;1.0;1.0;0.5;2015-10-02T12:25:43
18773;The Circus (1928);Comedy|Romance;http://dbpedia.org/resource/The_Circus_(film);perfect;1.0;1.0;0.5;2015-09-17T16:05:30
18806;The Crowd (1928);Drama|Romance;http://dbpedia.org/resource/The_Crowd_(1928_film);perfect;1.0;1.0;0.5;2015-06-02T00:47:01
18839;The Docks of New York (1928);Crime|Drama|Film-Noir;http://dbpedia.org/resource/The_Docks_of_New_York;perfect;1.0;1.0;0.333333333333;2015-09-27T22:45:32
18860;Early to Bed (1928);Comedy|Short;http://dbpedia.org/resource/Early_to_Bed;perfect;1.0;1.0;1.0;2015-06-02T00:47:01
18876;The Farmer's Wife (1928);Comedy|Drama|Romance;http://dbpedia.org/resource/The_Farmer's_Wife;perfect;1.0;1.0;0.333333333333;2015-06-02T00:47:01
18890;The Finishing Touch (1928);Comedy|Short;http://dbpedia.org/resource/The_Finishing_Touch;perfect;1.0;1.0;1.0;2015-10-02T12:25:45
19109;Lonesome (1928);Comedy|Drama|Romance;http://dbpedia.org/resource/Lonesome;perfect;1.0;1.0;0.333333333333;2015-10-02T12:25:47
19130;The Man Who Laughs (1928);Drama|Horror|Mystery;http://dbpedia.org/resource/The_Man_Who_Laughs_(1928_film);perfect;1.0;1.0;0.4;2015-06-02T00:47:01
19195;The Mysterious Lady (1928);Drama|Romance;http://dbpedia.org/resource/The_Mysterious_Lady;perfect;1.0;1.0;0.5;2016-10-12T13:01:01
19254;La passion de Jeanne d'Arc (1928);Biography|Drama|History;http://dbpedia.org/resource/The_Passion_of_Joan_of_Arc;partial;0.961538461538;1.0;0.0;2016-10-16T14:11:51
19286;Potomok Chingis-Khana (1928);Drama|War;;;0.0;0.0;0.0;2015-06-02T00:47:01
19344;Sadie Thompson (1928);Drama;http://dbpedia.org/resource/Sadie_Thompson;perfect;1.0;1.0;1.0;2015-09-07T12:52:09
19376;Should Married Men Go Home? (1928);Comedy|Short;http://dbpedia.org/resource/Should_Married_Men_Go_Home%3F;partial;0.961538461538;1.0;1.0;2015-06-02T00:47:01
19412;Speedy (1928);Action|Comedy|Family;http://dbpedia.org/resource/Speedy_(film);perfect;1.0;1.0;0.333333333333;2016-10-12T13:01:04
19421;Steamboat Bill, Jr. (1928);Action|Comedy|Drama;http://dbpedia.org/resource/Steamboat_Bill_Jr.;partial;0.947368421053;1.0;0.2;2015-09-14T10:55:30
19422;Steamboat Willie (1928);Animation|Family|Comedy;;;0.0;0.0;0.0;2015-09-17T15:26:41
19429;Street Angel (1928);Drama;http://dbpedia.org/resource/Street_Angel_(1928_film);perfect;1.0;1.0;1.0;2015-09-28T09:17:51
19465;Their Purple Moment (1928);Comedy|Short;http://dbpedia.org/resource/Their_Purple_Moment;perfect;1.0;1.0;1.0;2015-09-25T09:54:20
19504;Two Tars (1928);Comedy|Short;http://dbpedia.org/resource/Two_Tars;perfect;1.0;1.0;1.0;2015-09-17T16:05:33
19509;Underground (1928);Drama;http://dbpedia.org/resource/Underground_(1928_film);perfect;1.0;1.0;1.0;2015-09-13T19:26:09
19556;We Faw Down (1928);Comedy|Short;http://dbpedia.org/resource/We_Faw_Down;perfect;1.0;1.0;1.0;2015-10-02T12:25:49
19585;The Wind (1928);Drama|Romance|Western;http://dbpedia.org/resource/The_Wind_(1928_film);perfect;1.0;1.0;0.333333333333;2015-09-17T16:05:35
19591;A Woman of Affairs (1928);Drama;http://dbpedia.org/resource/A_Woman_of_Affairs;perfect;1.0;1.0;1.0;2015-09-17T15:26:43
19607;You're Darn Tootin' (1928);Short|Comedy|Music;http://dbpedia.org/resource/You're_Darn_Tootin';perfect;1.0;1.0;0.666666666667;2015-06-02T00:47:01
19686;Berth Marks (1929);Short|Comedy;http://dbpedia.org/resource/Berth_Marks;perfect;1.0;1.0;1.0;2015-06-02T00:47:01
19688;Big Business (1929);Short|Comedy|Family;http://dbpedia.org/resource/Big_Business_(1929_film);perfect;1.0;1.0;0.666666666667;2015-09-14T10:55:32
19702;Blackmail (1929);Crime|Thriller;http://dbpedia.org/resource/Blackmail_(1929_film);perfect;1.0;1.0;0.5;2015-09-07T12:52:11
19729;The Broadway Melody (1929);Musical|Romance;http://dbpedia.org/resource/The_Broadway_Melody;perfect;1.0;1.0;1.0;2015-06-02T00:47:01
19760;Chelovek s kino-apparatom (1929);Documentary;http://dbpedia.org/resource/Man_with_a_Movie_Camera;any;0.88;1.0;1.0;2015-09-07T12:52:22
19777;The Cocoanuts (1929);Comedy|Musical;http://dbpedia.org/resource/The_Cocoanuts;perfect;1.0;1.0;1.0;2015-09-07T12:52:24
19832;Double Whoopee (1929);Comedy|Short;http://dbpedia.org/resource/Double_Whoopee;perfect;1.0;1.0;1.0;2015-09-25T13:14:19
19838;Drifters (1929);Documentary;http://dbpedia.org/resource/Drifters_(1929_film);perfect;1.0;1.0;1.0;2016-10-09T21:05:24
